Project ID,n_modules,n_entities,integ_simple,integ_complex,n_reports,n_cemli,n_dm_objects,duration_months,team_size,integ_coverage_ratio,dm_coverage_ratio,complexity,industry,deviation_pct,overrun_flag,Project Health
OFP-0445,2,2,15,5,104,2,16,16,21,1.312440645773979,0.8276353276353277,H,Consumer Goods,1.8,0,NORMAL
OFP-0446,2,3,31,3,20,10,18,12,17,0.7999999999999999,0.8004722550177095,M,Manufacturing,14.6,1,NORMAL
OFP-0447,3,1,13,2,39,34,12,27,38,0.7999999999999999,0.8002003004506761,H,Professional Services,4.9,0,TROUBLED
OFP-0448,2,3,32,13,91,34,10,20,37,0.8001080497028633,1.1158833063209075,M,BFSI,-5.3,0,NORMAL
OFP-0449,2,20,25,8,96,7,37,30,26,0.9578947368421052,0.9830409356725146,H,Consumer Goods,20.4,1,NORMAL
OFP-0450,4,5,10,7,102,33,22,26,17,0.8,0.799733865602129,M,Energy & Utilities,19.8,1,NORMAL
OFP-0451,2,1,8,3,120,25,21,26,15,1.0717270194986073,0.8004179728317659,M,Logistics,9.7,0,NORMAL
OFP-0452,3,5,38,11,92,19,31,19,18,1.1442307692307692,0.8000824402308326,H,Telecom,27.6,1,TROUBLED
OFP-0453,3,2,22,15,47,32,38,26,9,0.9972590223846506,1.3529814941740919,M,Manufacturing,1.0,0,SMOOTH
OFP-0454,2,1,34,10,69,7,39,11,20,0.9453269301810122,1.0842105263157895,H,Healthcare,26.4,1,SMOOTH
OFP-0455,2,2,6,14,13,6,26,23,15,0.8002812939521801,0.79957805907173,L,Logistics,3.0,0,TROUBLED
OFP-0456,3,8,38,12,108,18,11,27,26,1.469869243888573,1.6179104477611939,H,BFSI,16.0,1,NORMAL
OFP-0457,4,5,26,5,73,25,32,23,10,2.0,1.791111111111111,H,Manufacturing,23.2,1,SMOOTH
OFP-0458,5,2,11,9,90,31,32,27,17,1.8457767722473606,1.8376696832579182,M,Manufacturing,57.2,1,CRITICAL
OFP-0459,2,20,9,14,47,18,16,10,36,0.911374738311235,0.8,M,Consumer Goods,36.1,1,TROUBLED
OFP-0460,3,8,16,5,23,11,19,19,17,1.5689348058425365,0.8001068947087119,H,Consumer Goods,14.3,1,NORMAL
OFP-0461,2,20,5,7,62,7,14,28,35,0.9542060726729715,0.9574626865671643,H,Logistics,18.6,1,NORMAL
OFP-0462,4,2,26,14,25,16,17,18,33,0.980584972264246,0.867246596066566,H,Retail,22.2,1,NORMAL
OFP-0463,2,1,38,2,88,17,10,19,12,1.399778516057586,0.8006644518272426,L,Public Sector,8.6,0,NORMAL
OFP-0464,5,3,27,2,81,5,36,30,38,0.8000453411924733,1.9540816326530612,H,Telecom,8.5,0,SMOOTH
OFP-0465,3,2,15,12,23,5,15,10,32,1.4360759493670887,1.6628679962013295,M,Logistics,7.8,0,TROUBLED
OFP-0466,5,20,20,9,36,16,11,22,38,1.6412997007268062,2.0,M,BFSI,57.0,1,CRITICAL
OFP-0467,4,3,12,15,75,11,39,20,34,0.8,1.212076034289974,H,Telecom,27.0,1,NORMAL
OFP-0468,2,2,15,3,60,23,5,20,36,1.1973058637083993,0.8002378121284186,M,Retail,9.3,0,NORMAL
OFP-0469,2,1,7,15,52,2,19,27,35,0.8618473895582329,1.8441767068273092,VH,Logistics,26.7,1,TROUBLED
OFP-0470,5,3,39,14,94,11,6,29,36,1.172621286197819,0.8793006204173717,M,Logistics,60.2,1,TROUBLED
OFP-0471,4,2,6,12,56,24,29,29,29,1.3526448362720402,1.5465994962216623,L,Healthcare,-0.1,0,SMOOTH
OFP-0472,2,12,11,7,61,10,21,12,28,1.9994562262098965,0.8001631321370309,VH,Healthcare,63.5,1,TROUBLED
OFP-0473,5,1,36,10,43,24,40,20,9,0.9249820531227565,1.499730748519117,M,Logistics,11.3,1,TROUBLED
OFP-0474,4,1,23,9,23,20,25,16,14,1.3093457943925233,1.4340813464235624,M,Public Sector,34.8,1,NORMAL
OFP-0475,6,5,13,14,71,0,22,21,16,1.3439163873003352,1.1860946745562129,H,Logistics,64.2,1,NORMAL
OFP-0476,3,3,24,11,25,5,32,20,9,0.7998856489422527,0.927958833619211,M,Public Sector,27.3,1,TROUBLED
OFP-0477,3,3,29,8,85,31,14,25,22,2.0,0.7997032640949554,M,Energy & Utilities,48.8,1,TROUBLED
OFP-0478,3,8,5,12,49,5,8,22,8,0.9251336898395722,0.9759277833500501,M,Healthcare,21.1,1,NORMAL
OFP-0479,2,12,25,4,89,5,37,24,32,1.5802417674030846,0.9518449030644152,H,Telecom,46.9,1,TROUBLED
OFP-0480,4,8,11,13,64,20,9,30,27,1.0745406824146981,2.0,H,Consumer Goods,37.2,1,NORMAL
OFP-0481,6,5,16,9,87,28,5,15,19,1.321435352192899,1.2255767587581885,H,Consumer Goods,3.7,0,NORMAL
OFP-0482,2,3,34,10,74,32,33,21,21,0.8002119766825649,1.5063593004769475,M,Manufacturing,42.6,1,NORMAL
OFP-0483,3,8,6,14,29,10,27,10,13,0.8504641909814323,0.8915422885572138,H,Healthcare,10.4,1,NORMAL
OFP-0484,3,5,10,3,24,24,30,13,16,1.0524002704530089,0.8002028397565923,H,Manufacturing,27.5,1,SMOOTH
OFP-0485,2,5,38,4,53,0,25,14,17,1.0530172413793104,0.8932729624838293,H,Energy & Utilities,31.3,1,NORMAL
OFP-0486,3,2,27,10,51,34,28,22,27,0.7999999999999999,1.3500357909806728,M,Professional Services,23.7,1,TROUBLED
OFP-0487,3,12,11,7,50,16,15,30,8,1.8804483188044832,1.3323996265172735,M,Retail,34.4,1,TROUBLED
OFP-0488,5,1,8,14,25,32,12,11,21,0.9022324865280985,0.8002309468822171,L,Professional Services,-7.5,0,CRITICAL
OFP-0489,2,1,8,9,101,14,26,12,11,0.8,1.8729166666666668,M,Logistics,58.5,1,CRITICAL
OFP-0490,2,3,26,5,95,12,30,15,36,0.898809523809524,1.7142857142857144,M,Professional Services,7.7,0,NORMAL
OFP-0491,6,5,12,6,14,1,21,28,23,2.0,1.3966836734693877,H,Manufacturing,28.3,1,CRITICAL
OFP-0492,3,3,12,15,63,24,40,19,14,0.7998051631758402,1.6194302410518626,M,Healthcare,9.2,0,NORMAL
OFP-0493,2,8,13,2,37,29,8,26,37,0.8000912825193977,1.9835728952772076,H,Energy & Utilities,10.3,1,NORMAL
OFP-0494,2,8,24,10,27,10,12,24,30,2.0,0.8,VH,BFSI,69.3,1,TROUBLED
OFP-0495,3,5,15,10,73,17,15,29,35,0.7999355670103093,0.9758337361043983,H,Telecom,11.0,1,NORMAL
OFP-0496,4,3,34,11,112,25,16,19,10,2.0,1.5981079187105818,H,Healthcare,33.9,1,NORMAL
OFP-0497,2,12,19,6,78,25,39,26,22,1.6489484631384332,0.9275563258232237,VH,Manufacturing,26.3,1,TROUBLED
OFP-0498,4,1,18,9,102,26,5,20,19,1.0526584867075666,1.2622699386503067,H,Retail,70.2,1,CRITICAL
OFP-0499,6,12,9,14,76,8,21,29,10,0.9385214007782101,0.9180040852057194,H,Professional Services,33.0,1,CRITICAL
OFP-0500,3,8,10,7,53,16,25,11,15,0.8502705953096813,0.9224526600541028,M,Telecom,15.4,1,SMOOTH
